C3:C4:C1:C2
Material	Number of occurrences	C1:virus	C1:bacteria	C1:fungus	C1:plant	C1:animalia 	C1:insect	C1:fish	C1:arachnid	C2:molecular entity	C2:cellular part	C2:cell	C2:tissue	C2:organism	C2:organ	C3:biological	C3:device	C3:chemical	C3:data	C4:raw data	C4:processed data	C4:analysed data
brain cerebrum cortex	19					1									1	1						
"75% liver, 25% kidney"	19					1									1	1						
peyer's patch	19					1									1	1						
endometrium/ovary	19					1									1	1						
"bone, lumbar spinal laminae"	19					1									1	1						
backskin	19					1									1	1						
arterial	19					1									1	1						
"25% liver, 75% kidney"	19					1									1	1						
epididymal fat	19					1									1	1						
submandibulary salivary gland	19					1									1	1						
supraoptic nucleus	19					1									1	1						
ureteric bud	19					1									1	1						
normal blood	19					1									1	1						
cord blood	18					1									1	1						
calvaria	18					1									1	1						
caudal fin	18					1									1	1						
fast skeletal muscle	18					1									1	1						
polysome fraction	18					1									1	1						
putamen	18					1									1	1						
palatine tonsil	18					1									1	1						
paxillus involutus/betula pendula mixed tissue	18					1									1	1						
brain cortex	18					1									1	1						
tooth	18					1									1	1						
non lung	18					1									1	1						
alveolar macrophages	18					1									1	1						
peripheral blood mononuclear cells	18					1									1	1						
heart intra ventricular septum	18					1									1	1						
heart left ventricle free wall	18					1									1	1						
anterior kidney	18					1									1	1						
pectoral limb)	18					1									1	1						
lung	18					1									1	1						
skin	17					1									1	1						
mid secretory phase endometrium	17					1									1	1						
nucleus accumbens	17					1									1	1						
embryonic stem cell	17					1									1	1						
white and grey matter in the middle cerebral artery	17					1									1	1						
base of tongue	17					1									1	1						
gut	17					1									1	1						
primary tumour	17					1									1	1						
primary tumour cell line	17					1									1	1						
tooth germ incisal tip	17					1									1	1						
gastrocnemius and soleus muscle	17					1									1	1						
animal cap	17					1									1	1						
tooth germ adjacent segment	17					1									1	1						
inner ear	17					1									1	1						
bone marrow	17					1									1	1						
blood	16					1									1	1						
superior mesenteric artery	16					1									1	1						
tail	16					1									1	1						
ventral	16					1									1	1						
penis	16					1									1	1						
hind limb	16					1									1	1						
synovial membrane	16					1									1	1						
apex and young leaves	16				1										1	1						
periaqueductal gray	16					1									1	1						
endoneurium	16					1									1	1						
breast stroma	16					1									1	1						
anterior tibialis	16					1									1	1						
flowering fruit peel	16				1										1	1						
aerial	16					1									1	1						
right vastus lateralis	16					1									1	1						
left vastus lateralis	16					1									1	1						
medular region	16					1									1	1						
cortical region	16					1									1	1						
muscle	16					1									1	1						
peripheral blood	16					1									1	1						
n/a	15					1									1	1						
tongue	15					1									1	1						
stamen abscission zone	15				1										1	1						
mature oocyte	15					1									1	1						
seedling   green parts	15				1										1	1						
synovial tissue	15					1									1	1						
random	15					1									1	1						
bud	15					1									1	1						
cerebral artery	15					1									1	1						
dissected seeds	15				1										1	1						
omental adipose tissue	15					1									1	1						
laminar abscission zone	15				1										1	1						
hindllimb muscle	15					1									1	1						
femoral heads	15					1									1	1						
unfertilized egg	15					1									1	1						
nucleosome	15					1									1	1						
subcutaneous fat	14					1									1	1						
silique	14				1										1	1						
pericarp	14				1										1	1						
myocardium	14					1									1	1						
oocyte	14					1									1	1						
trigeminal ganglion	14					1									1	1						
thorax	14					1									1	1						
uterine fibroid	14					1									1	1						
carotid artery endothelium	14					1									1	1						
retroperitoneal fat	14					1									1	1						
caudate putamen	14					1									1	1						
seminal vesicle	14					1									1	1						
lateral root	14				1										1	1						
dermal	14					1									1	1						
carotid artery endothelium	14					1									1	1						
ut	13					1									1	1						
spleen	13					1									1	1						
cerebral cortex	13					1									1	1						
uterus lower segment	13					1									1	1						
extra adrenal paraganglia	13					1									1	1						
left kidney	13					1									1	1						
tibialis cranialis	13					1									1	1						
ear	13					1									1	1						
green parts	13				1										1	1						
umbilical cord blood	13					1									1	1						
cardiac valve	13					1									1	1						
upper lobe lung	13					1									1	1						
brain hemispheres	13					1									1	1						
dermis	12					1									1	1						
commercially ripe grape berry	12				1										1	1						
"thymus, spleen and lung"	12					1									1	1						
axillary meristem	12				1										1	1						
gonads	12					1									1	1						
implanted tumour	12					1									1	1						
fine roots	12					1									1	1						
l5 dorsal root ganglion	12					1									1	1						
extensor digitorum longus muscle	12					1									1	1						
lacrimal gland	12					1									1	1						
left and median lobes	12					1									1	1						
tracheal gland	12					1									1	1						
parotid gland	12					1									1	1						
testis   interstitial	12					1									1	1						
corneal stroma	12					1									1	1						
above ground tissue plus roots	12					1									1	1						
mycelia	12					1									1	1						
uterus fundus	12					1									1	1						
l4 dorsal root ganglion	12					1									1	1						
ischemic/infarcted	12					1									1	1						
non lesional dermis	12					1									1	1						
precentral gyrus	12					1									1	1						
distal small intestine	12					1									1	1						
tuber bud	12					1									1	1						
l4 and l5 dorsal root ganglia	12					1									1	1						
superior frontal gyrus	12					1									1	1						
leaf 1+2	12				1										1	1						
negatively orthogeotropic meristems	12					1									1	1						
organ of corti	12					1									1	1						
white fat	12					1									1	1						
total plant	12					1									1	1						
left cardiac ventricle	12					1									1	1						
tracheal organ culture	12					1									1	1						
adult midgut	12					1									1	1						
uterus cervix	12					1									1	1						
mouse embryonic fibroblasts	12					1									1	1						
paraventricular hypothalamic nucleus	12					1									1	1						
preoptic	12					1									1	1						
whole cell	12					1									1	1						
diageotropic meristems	12					1									1	1						
placental amnion	12					1									1	1						
telencephalon	12					1									1	1						
proximal small intestine	12					1									1	1						
meristem and young leaves	12				1										1	1						
soleus	12					1									1	1						
tendon	12					1									1	1						
unshaded mature rosette leaves	12				1										1	1						
pollen	12				1										1	1						
organ culture	12					1									1	1						
right ventricle endomyocardial biopsy	12					1									1	1						
lateral hypothalamus	12					1									1	1						
shoot apical meristem and primordia of leaves 1 and 2 (petiole less stage)	12				1										1	1						
tibialis anterior skeletal muscle	12					1									1	1						
lesional dermis	12					1									1	1						
surviving free wall	12					1									1	1						
"leaves, roots and cotyledons removed"	12					1									1	1						
body wall muscle	12					1									1	1						
intraabdominal adipose	12					1									1	1						
brain	12					1									1	1						
white fat	12					1									1	1						
whole seedling	12				1										1	1						
total plant	12				1										1	1						
unshaded mature rosette leaves	12				1										1	1						
oral cavity	11					1									1	1						
spine disc	11					1									1	1						
ovary and oviduct	11					1									1	1						
trigeminal ganglia	11					1									1	1						
plantaris	11					1									1	1						
limb bud	11					1									1	1						
cumulus oocyte complex	11					1									1	1						
paravertebral muscle	11					1									1	1						
carotid endarterectomy	11					1									1	1						
aereal	11					1									1	1						
uterine horn	11					1									1	1						
shoot apical meristem	11				1										1	1						
subcutaneous adipose	11					1									1	1						
pharynx	11					1									1	1						
primary visual cortex	11					1									1	1						
proliferative phase endometrium	11					1									1	1						
liver	11					1									1	1						
st   retroperitoneum	10					1									1	1						
proximal prostate	10					1									1	1						
oropharynx/tonsil	10					1									1	1						
temporal lobe	10					1									1	1						
knee articular cartilage	10					1									1	1						
stomach fundus	10					1									1	1						
sarcoma	10					1									1	1						
parietal lobe	10					1									1	1						
stem middle	10					1									1	1						
"soleus, gastrocnemius and plantaris muscle"	10					1									1	1						
left ventricular myocardium	10					1									1	1						
right ventricle	10					1									1	1						
root tissue	10				1										1	1						
whole seedlings	10				1										1	1						
stem top	10				1										1	1						
left ventricle cardiac muscle	10					1									1	1						
umbilical subcutaneous adipose tissue	10					1									1	1						
paraventricular nucleus	10					1									1	1						
distal prostate	10					1									1	1						
vagina	10					1									1	1						
fruit peel	10				1										1	1						
gastroc	10					1									1	1						
